month_id,stock_id,outperform_binary,excess_return
2020_07,US006,0,-0.010630500701111021
2020_08,US006,1,0.10857499575878275
2020_09,US006,0,-0.03634072221545748
2020_10,US006,0,-0.09562435220068763
2020_11,US006,0,-0.03811324872377946
2020_12,US006,1,0.01139390756136744
2021_01,US006,0,-0.08599175592105167
2021_02,US006,0,-0.036516153153792134
2021_03,US006,0,-0.002192806603382568
2021_04,US006,1,0.02615499955884028
2021_05,US006,0,-0.017272174761615768
2021_06,US006,1,0.1519405238012607
2021_07,US006,1,0.06022434384002304
2021_08,US006,1,0.0434732901490002
2021_09,US006,0,-0.1072639805664161
2021_10,US006,1,0.0897311460620787
2021_11,US006,1,0.05111398588041456
2021_12,US006,0,-0.18373594905869506
2022_01,US006,0,-0.016658430635553993
2022_02,US006,0,-0.11906017334537106
2022_03,US006,0,-0.04503892055076676
2022_04,US006,0,-0.07389324582027136
2022_05,US006,1,0.048219812102394705
2022_06,US006,0,-0.08062756825002537
2022_07,US006,1,0.05815709947620194
2022_08,US006,0,-0.06859574385028172
2022_09,US006,0,-0.20089260350502294
2022_10,US006,1,0.08981517036301115
2022_11,US006,1,0.039657097893662466
2022_12,US006,1,0.0069307134362061665
2023_01,US006,1,0.03462430851220668
2023_02,US006,0,-0.10981698613432526
2023_03,US006,1,0.1853656302497718
2023_04,US006,0,-0.007282679676843783
2023_05,US006,1,0.11556186540987241
2023_06,US006,1,0.132714815644825
2020_01,US007,1,0.009439581433148226
2020_02,US007,1,0.03322585780196791
2020_03,US007,1,0.07046830668474899
2020_04,US007,1,0.04451849855383663
2020_05,US007,0,-0.017775709690889756
2020_06,US007,0,-0.0297279919236579
2020_07,US007,1,0.438688499298889
2020_08,US007,1,0.12883299575878276
2020_09,US007,0,-0.09666072221545748
2020_10,US007,0,-0.08799135220068763
2020_11,US007,1,0.12259975127622055
2020_12,US007,0,-0.03203209243863256
2021_01,US007,0,-0.07322375592105167
2021_02,US007,0,-0.057589153153792136
2021_03,US007,0,-0.10347380660338257
2021_04,US007,0,-0.007833000441159716
2021_05,US007,0,-0.02782317476161577
2021_06,US007,1,0.15068652380126069
2021_07,US007,1,0.12376634384002305
2021_08,US007,1,0.0282482901490002
2021_09,US007,0,-0.04911898056641609
2021_10,US007,1,0.13543714606207874
2021_11,US007,1,0.34806498588041457
2021_12,US007,0,-0.12528194905869505
2022_01,US007,0,-0.172397430635554
2022_02,US007,1,0.06484782665462893
2022_03,US007,0,-0.12477392055076676
2022_04,US007,0,-0.17003624582027138
2022_05,US007,1,0.18861481210239472
2022_06,US007,0,-0.1871555682500254
2022_07,US007,1,0.18842809947620193
2022_08,US007,0,-0.09939074385028171
2022_09,US007,0,-0.17327260350502297
2022_10,US007,0,-0.12301582963698884
2022_11,US007,1,0.22762409789366245
2022_12,US007,0,-0.13292928656379382
2023_01,US007,1,0.0845373085122067
2023_02,US007,1,0.016068013865674732
2023_03,US007,1,0.24295763024977177
2023_04,US007,0,-0.07436667967684378
2023_05,US007,1,0.3045058654098724
2023_06,US007,0,-0.082136184355175
2020_01,US008,1,0.007988581433148225
2020_02,US008,0,-0.10922714219803209
2020_03,US008,0,-0.07765669331525102
2020_04,US008,0,-0.11176850144616336
2020_05,US008,0,-0.11050770969088974
2020_06,US008,1,0.1453430080763421
2020_07,US008,1,0.02038849929888898
2020_08,US008,1,0.13348499575878275
2020_09,US008,1,0.037386277784542524
2020_10,US008,1,0.08252964779931238
2020_11,US008,0,-0.06614924872377946
2020_12,US008,1,0.11132690756136743
2021_01,US008,1,0.032466244078948325
2021_02,US008,1,0.04617384684620787
2021_03,US008,0,-0.03262880660338257
2021_04,US008,1,0.008408999558840283
2021_05,US008,0,-0.09726317476161576
2021_06,US008,1,0.010741523801260698
2021_07,US008,0,-0.09969565615997696
2021_08,US008,0,-0.019065709850999802
2021_09,US008,0,-0.02558798056641609
2021_10,US008,1,0.05431614606207871
2021_11,US008,0,-0.04441301411958544
2021_12,US008,1,0.001890050941304941
2022_01,US008,0,-0.04443643063555399
2022_02,US008,0,-0.036122173345371066
2022_03,US008,1,0.19854507944923322
2022_04,US008,0,-0.14668124582027137
2022_05,US008,1,0.0703968121023947
2022_06,US008,1,0.016475431749974616
2022_07,US008,0,-0.0028289005237980697
2022_08,US008,1,0.1617472561497183
2022_09,US008,0,-0.04514360350502295
2022_10,US008,1,0.08648517036301115
2022_11,US008,1,0.05974609789366246
2022_12,US008,1,0.02087171343620617
2023_01,US008,0,-0.09635669148779331
2023_02,US008,0,-0.07830498613432527
2023_03,US008,0,-0.029103369750228227
2023_04,US008,0,-0.0057516796768437815
2023_05,US008,0,-0.15726313459012758
2023_06,US008,0,-0.010587184355175007
2020_01,US009,0,-0.021266418566851773
2020_02,US009,0,-0.11612414219803208
2020_03,US009,0,-0.09455469331525101
2020_04,US009,1,0.02026849855383664
2020_05,US009,0,-0.058112709690889754
2020_06,US009,0,-0.0283749919236579
2020_07,US009,0,-0.04337050070111102
2020_08,US009,0,-0.004186004241217255
2020_09,US009,1,0.021063277784542526
2020_10,US009,0,-0.06123435220068763
2020_11,US009,1,0.17927675127622056
2020_12,US009,0,-0.03663909243863256
2021_01,US009,1,0.010026244078948327
2021_02,US009,1,0.03166784684620787
2021_03,US009,1,0.02856419339661743
2021_04,US009,1,0.02831099955884028
2021_05,US009,1,0.04540482523838423
2021_06,US009,0,-0.0698684761987393
2021_07,US009,1,0.012517343840023044
2021_08,US009,1,0.013696290149000197
2021_09,US009,0,-0.05683498056641609
2021_10,US009,0,-0.009811853937921288
2021_11,US009,1,0.031355985880414564
2021_12,US009,1,0.03425105094130494
2022_01,US009,1,0.111894569364446
2022_02,US009,0,-0.010075173345371065
2022_03,US009,1,0.04518207944923325
2022_04,US009,0,-0.061121245820271355
2022_05,US009,1,0.055290812102394706
2022_06,US009,0,-0.023316568250025385
2022_07,US009,0,-0.032199900523798064
2022_08,US009,1,0.06490925614971828
2022_09,US009,1,0.002348396494977041
2022_10,US009,1,0.08993517036301113
2022_11,US009,1,0.07873909789366247
2022_12,US009,1,0.03294071343620617
2023_01,US009,0,-0.03299469148779331
2023_02,US009,0,-0.05070598613432527
2023_03,US009,0,-0.05859736975022823
2023_04,US009,1,0.08522732032315622
2023_05,US009,0,-0.06893913459012758
2023_06,US009,1,0.02600881564482499
2020_01,US010,0,-0.032429418566851775
2020_02,US010,0,-0.02161814219803209
2020_03,US010,1,0.040126306684748994
2020_04,US010,0,-0.037809501446163366
2020_05,US010,1,0.09540729030911026
2020_06,US010,0,-0.010745991923657898
2020_07,US010,1,0.051174499298888974
2020_08,US010,1,0.003196995758782746
2020_09,US010,1,0.011563277784542528
2020_10,US010,1,0.010515647799312373
2020_11,US010,1,0.030227751276220544
2020_12,US010,0,-0.01843309243863256
2021_01,US010,1,0.007366244078948326
2021_02,US010,0,-0.019434153153792134
2021_03,US010,1,0.01023119339661743
2021_04,US010,1,0.01959799955884028
2021_05,US010,1,0.02382882523838423
2021_06,US010,1,0.0532855238012607
2021_07,US010,1,0.032881343840023045
2021_08,US010,1,0.1220682901490002
2021_09,US010,0,-0.07368098056641609
2021_10,US010,0,-0.03298085393792129
2021_11,US010,0,-0.01893601411958544
2021_12,US010,1,0.03386305094130494
2022_01,US010,0,-0.08334043063555399
2022_02,US010,0,-0.06396917334537107
2022_03,US010,0,-0.007120920550766761
2022_04,US010,0,-0.053836245820271356
2022_05,US010,1,0.0770418121023947
2022_06,US010,0,-0.007000568250025388
2022_07,US010,1,0.06089509947620193
2022_08,US010,0,-0.02663774385028171
2022_09,US010,1,0.009691396494977043
2022_10,US010,1,0.07251717036301114
2022_11,US010,1,0.07611409789366247
2022_12,US010,0,-0.003776286563793828
2023_01,US010,0,-0.05330769148779332
2023_02,US010,0,-0.05930498613432526
2023_03,US010,0,-0.006517369750228229
2023_04,US010,0,-0.013047679676843782
2023_05,US010,0,-0.14368813459012758
2023_06,US010,0,-0.023317184355175005
2020_01,US011,1,0.021159581433148226
2020_02,US011,0,-0.03148614219803209
2020_03,US011,1,0.020119306684748997
2020_04,US011,1,0.03358249855383663
2020_05,US011,1,0.02523129030911024
2020_06,US011,0,-0.013647991923657898
2020_07,US011,1,0.15238349929888897
2020_08,US011,0,-0.018186004241217257
2020_09,US011,1,0.03963027778454253
2020_10,US011,0,-0.07074935220068762
2020_11,US011,0,-0.10108824872377946
2020_12,US011,0,-0.06275209243863256
2021_01,US011,0,-0.03431775592105168
2021_02,US011,0,-0.07958615315379214
2021_03,US011,1,0.07158819339661744
2021_04,US011,0,-0.0037910004411597156
2021_05,US011,1,0.02972382523838423
2021_06,US011,0,-0.056439476198739305
2021_07,US011,1,0.00016534384002304253
2021_08,US011,0,-0.0951597098509998
2021_09,US011,0,-0.01785698056641609
2021_10,US011,1,0.1266951460620787
2021_11,US011,0,-0.018379014119585438
2021_12,US011,1,0.02421505094130494
2022_01,US011,0,-0.03312543063555399
2022_02,US011,0,-0.15661417334537106
2022_03,US011,1,0.047399079449233245
2022_04,US011,0,-0.01178524582027135
2022_05,US011,1,0.044273812102394706
2022_06,US011,1,0.04252243174997462
2022_07,US011,0,-0.029111900523798064
2022_08,US011,1,0.034817256149718284
2022_09,US011,0,-0.007108603505022952
2022_10,US011,1,0.01118517036301115
2022_11,US011,1,0.19136509789366246
2022_12,US011,1,0.03843471343620617
2023_01,US011,0,-0.020396691487793314
2023_02,US011,0,-0.08915298613432526
2023_03,US011,1,0.009066630249771772
2023_04,US011,1,0.02861832032315622
2023_05,US011,0,-0.08142913459012759
2023_06,US011,1,0.072265815644825
2020_12,US012,0,-0.02069909243863256
2021_01,US012,1,0.21319124407894832
2021_02,US012,1,0.06978084684620788
2021_03,US012,0,-0.06324180660338256
2021_04,US012,0,-0.12885200044115971
2021_05,US012,0,-0.19409617476161578
2021_06,US012,1,0.05548552380126069
2021_07,US012,0,-0.07332965615997696
2021_08,US012,1,0.0604712901490002
2021_09,US012,1,0.10972901943358392
2021_10,US012,0,-0.034339853937921286
2021_11,US012,1,0.034202985880414566
2021_12,US012,0,-0.06579794905869506
2022_01,US012,0,-0.028093430635553994
2022_02,US012,0,-0.016444173345371065
2022_03,US012,1,0.12244907944923324
2022_04,US012,0,-0.05881324582027135
2022_05,US012,0,-0.21158818789760528
2022_06,US012,0,-0.2000135682500254
2022_07,US012,1,0.17771809947620193
2022_08,US012,1,0.041119256149718286
2022_09,US012,1,0.002783396494977039
2022_10,US012,0,-0.04129582963698885
2022_11,US012,0,-0.11438790210633754
2022_12,US012,0,-0.11757828656379382
2023_01,US012,1,0.2174013085122067
2023_02,US012,1,0.12419701386567474
2023_03,US012,1,0.01176463024977177
2023_04,US012,0,-0.02563867967684378
2023_05,US012,0,-0.07365113459012759
2023_06,US012,1,0.11346881564482499
2020_01,US013,1,0.08141658143314823
2020_02,US013,0,-0.02672514219803209
2020_03,US013,1,0.159254306684749
2020_04,US013,0,-0.046399501446163366
2020_05,US013,1,0.026734290309110245
2020_06,US013,1,0.0028220080763421
2020_07,US013,1,0.02275349929888898
2020_08,US013,0,-0.000973004241217254
2020_09,US013,0,-0.046261722215457476
2020_10,US013,0,-0.13712135220068764
2020_11,US013,0,-0.020793248723779453
2020_12,US013,0,-0.00853709243863256
2021_01,US013,1,0.05273724407894832
2021_02,US013,0,-0.19310415315379212
2021_03,US013,1,0.03526119339661743
2021_04,US013,1,0.03640999955884028
2021_05,US013,1,0.04322382523838423
2021_06,US013,1,0.013290523801260697
2021_07,US013,1,0.021103343840023044
2021_08,US013,0,-0.0721187098509998
2021_09,US013,0,-0.0549009805664161
2021_10,US013,0,-0.027787853937921287
2021_11,US013,1,0.09109198588041456
2021_12,US013,1,0.012437050941304942
2022_01,US013,1,0.01807056936444601
2022_02,US013,0,-0.05069717334537106
2022_03,US013,1,0.08452807944923324
2022_04,US013,0,-0.006571245820271354
2022_05,US013,0,-0.1006121878976053
2022_06,US013,0,-0.03503956825002538
2022_07,US013,0,-0.012828900523798065
2022_08,US013,0,-0.041210743850281714
2022_09,US013,0,-0.050127603505022954
2022_10,US013,1,0.038571170363011144
2022_11,US013,1,0.027761097893662462
2022_12,US013,0,-0.07265828656379383
2023_01,US013,0,-0.007627691487793319
2023_02,US013,0,-0.16295098613432527
2023_03,US013,1,0.07730763024977176
2023_04,US013,1,0.04830532032315622
2023_05,US013,1,0.1320838654098724
2023_06,US013,0,-0.07530218435517501
2020_01,US014,1,0.09870958143314823
2020_02,US014,1,0.06617785780196792
2020_03,US014,0,-0.20149169331525102
2020_04,US014,0,-0.009164501446163376
2020_05,US014,1,0.19355429030911026
2020_06,US014,0,-0.004785991923657898
2020_07,US014,1,0.039073499298888974
2020_08,US014,1,0.06407599575878274
2020_09,US014,0,-0.004733722215457474
2020_10,US014,1,0.04110364779931237
2020_11,US014,1,0.3361607512762205
2020_12,US014,1,0.04960190756136744
2021_01,US014,1,0.06085224407894833
2021_02,US014,0,-0.08256715315379214
2021_03,US014,0,-0.10775380660338256
2021_04,US014,1,0.10877699955884028
2021_05,US014,0,-0.01910417476161577
2021_06,US014,0,-0.015639476198739302
2021_07,US014,1,0.20656434384002303
2021_08,US014,1,0.1192382901490002
2021_09,US014,0,-0.04716698056641609
2021_10,US014,1,0.10485314606207873
2021_11,US014,1,0.06321698588041456
2021_12,US014,0,-0.15538994905869508
2022_01,US014,0,-0.027114430635553986
2022_02,US014,0,-0.13077117334537106
2022_03,US014,1,0.12090207944923324
2022_04,US014,0,-0.08326824582027136
2022_05,US014,1,0.3563458121023947
2022_06,US014,0,-0.10697056825002538
2022_07,US014,1,0.11982609947620194
2022_08,US014,1,0.11774125614971828
2022_09,US014,1,0.059260396494977045
2022_10,US014,0,-0.021072829636988852
2022_11,US014,0,-0.06170890210633753
2022_12,US014,0,-0.1849822865637938
2023_01,US014,1,0.2301843085122067
2023_02,US014,0,-0.07753698613432526
2023_03,US014,0,-0.13800236975022823
2023_04,US014,0,-0.16021467967684377
2023_05,US014,1,0.03791986540987241
2023_06,US014,1,0.102708815644825
2020_01,US015,1,0.014299581433148228
2020_02,US015,0,-0.020000142198032082
2020_03,US015,1,0.014327306684748992
2020_04,US015,1,0.05175249855383662
2020_05,US015,0,-0.06967170969088975
2020_06,US015,1,0.047377008076342104
2020_07,US015,1,0.05713949929888897
2020_08,US015,0,-0.07832800424121725
2020_09,US015,0,-0.02823472221545747
2020_10,US015,0,-0.05098135220068763
2020_11,US015,0,-0.02861124872377946
2020_12,US015,1,0.06017990756136744
2021_01,US015,0,-0.06563775592105167
2021_02,US015,0,-0.07806515315379213
2021_03,US015,1,0.004815193396617432
2021_04,US015,1,0.07172699955884028
2021_05,US015,0,-0.01908917476161577
2021_06,US015,1,0.014067523801260697
2021_07,US015,1,0.10400134384002305
2021_08,US015,1,0.004204290149000197
2021_09,US015,0,-0.04365198056641609
2021_10,US015,1,0.023135146062078712
2021_11,US015,1,0.002157985880414562
2021_12,US015,1,0.09240605094130494
2022_01,US015,0,-0.08647543063555399
2022_02,US015,0,-0.018720173345371065
2022_03,US015,1,0.04835407944923324
2022_04,US015,0,-0.04134924582027136
2022_05,US015,0,-0.0888881878976053
2022_06,US015,0,-0.05514156825002539
2022_07,US015,1,0.07626909947620193
2022_08,US015,0,-0.05295774385028171
2022_09,US015,0,-0.012596603505022959
2022_10,US015,0,-0.02876982963698885
2022_11,US015,1,0.033009097893662465
2022_12,US015,0,-0.022751286563793834
2023_01,US015,1,0.03921930851220668
2023_02,US015,0,-0.050438986134325264
2023_03,US015,0,-0.15128836975022822
2023_04,US015,0,-0.0020106796768437816
2023_05,US015,0,-0.07878313459012759
2023_06,US015,0,-0.03400418435517501
2020_01,US016,0,-0.07925241856685178
2020_02,US016,0,-0.09898514219803209
2020_03,US016,0,-0.09400169331525102
2020_04,US016,1,0.16802949855383664
2020_05,US016,1,0.10917929030911024
2020_06,US016,1,0.09296900807634209
2020_07,US016,1,0.032232499298888974
2020_08,US016,0,-0.029420004241217258
2020_09,US016,1,0.11321927778454252
2020_10,US016,1,0.2826206477993124
2020_11,US016,1,0.014816751276220536
2020_12,US016,1,0.07007590756136745
2021_01,US016,0,-0.047067755921051675
2021_02,US016,1,0.01946984684620787
2021_03,US016,0,-0.06888080660338257
2021_04,US016,1,0.06418799955884028
2021_05,US016,0,-0.019771174761615766
2021_06,US016,1,0.0225285238012607
2021_07,US016,1,0.13651334384002303
2021_08,US016,0,-0.004113709850999802
2021_09,US016,0,-0.04054798056641609
2021_10,US016,0,-0.10727285393792128
2021_11,US016,0,-0.009385014119585436
2021_12,US016,1,0.03241705094130494
2022_01,US016,0,-0.205401430635554
2022_02,US016,1,0.043369826654628935
2022_03,US016,0,-0.16154992055076678
2022_04,US016,0,-0.28435724582027133
2022_05,US016,0,-0.05124418789760529
2022_06,US016,0,-0.09387556825002538
2022_07,US016,1,0.11738809947620192
2022_08,US016,0,-0.11166574385028172
2022_09,US016,0,-0.07595760350502295
2022_10,US016,0,-0.12571382963698885
2022_11,US016,0,-0.039362902106337534
2022_12,US016,1,0.10733571343620618
2023_01,US016,1,0.19778130851220668
2023_02,US016,1,0.15973201386567473
2023_03,US016,1,0.08185163024977177
2023_04,US016,0,-0.02253867967684378
2023_05,US016,0,-0.12405913459012757
2023_06,US016,1,0.193428815644825
2020_01,US017,1,0.04275258143314822
2020_02,US017,0,-0.0627521421980321
2020_03,US017,0,-0.088654693315251
2020_04,US017,0,-0.005906501446163365
2020_05,US017,0,-0.06334670969088975
2020_06,US017,1,0.0049210080763421
2020_07,US017,0,-0.06009850070111102
2020_08,US017,0,-3.5004241217259646e-05
2020_09,US017,0,-0.024946722215457472
2020_10,US017,0,-0.008850352200687629
2020_11,US017,1,0.04263775127622055
2020_12,US017,0,-0.01901009243863256
2021_01,US017,0,-0.08380675592105166
2021_02,US017,0,-0.024491153153792133
2021_03,US017,1,0.1251041933966174
2021_04,US017,1,0.04172999955884028
2021_05,US017,1,0.029621825238384233
2021_06,US017,0,-0.022898476198739304
2021_07,US017,0,-0.030970656159976958
2021_08,US017,1,0.033667290149000204
2021_09,US017,0,-0.058756980566416095
2021_10,US017,0,-0.06707385393792129
2021_11,US017,0,-0.01804901411958544
2021_12,US017,1,0.03561905094130494
2022_01,US017,0,-0.03105743063555399
2022_02,US017,0,-0.05772917334537106
2022_03,US017,0,-0.05189192055076676
2022_04,US017,1,0.08702675417972865
2022_05,US017,0,-0.02445818789760529
2022_06,US017,0,-0.061906568250025384
2022_07,US017,1,0.00970209947620193
2022_08,US017,0,-0.07876074385028171
2022_09,US017,1,0.006407396494977041
2022_10,US017,1,0.10586517036301113
2022_11,US017,1,0.02491009789366247
2022_12,US017,0,-0.04224128656379383
2023_01,US017,1,0.03685430851220669
2023_02,US017,0,-0.018113986134325265
2023_03,US017,0,-0.04862836975022823
2023_04,US017,1,0.04183432032315622
2023_05,US017,0,-0.047235134590127584
2023_06,US017,1,0.10048381564482499
2020_01,US018,1,0.09906158143314822
2020_02,US018,0,-0.0721541421980321
2020_03,US018,1,0.03630530668474899
2020_04,US018,0,-0.08842450144616337
2020_05,US018,0,-0.04673370969088975
2020_06,US018,0,-0.046601991923657896
2020_07,US018,1,0.10273749929888898
2020_08,US018,0,-0.024886004241217258
2020_09,US018,0,-0.03233572221545747
2020_10,US018,1,0.08488264779931237
2020_11,US018,0,-0.16072924872377947
